Impfdatum;IdLandkreis;Altersgruppe;Impfschutz;Anzahl
2021-02-03;9477;60+;2;167
2021-02-05;9477;18-59;1;47
2021-02-05;9477;18-59;2;16
2021-02-05;9477;60+;1;12
2021-02-05;9477;60+;2;182
2021-02-06;9477;18-59;1;8
2021-02-06;9477;60+;1;40
2021-02-08;9477;18-59;1;81
2021-02-08;9477;60+;1;57
2021-02-09;9477;18-59;1;36
2021-02-09;9477;60+;1;63
2021-02-09;9477;60+;2;36
2021-02-10;9477;18-59;1;19
2021-02-10;9477;18-59;2;8
2021-02-10;9477;60+;1;74
2021-02-10;9477;60+;2;5
2021-02-11;9477;60+;1;6
2021-02-11;9477;60+;2;51
2021-02-12;9477;18-59;1;18
2021-02-12;9477;18-59;2;55
2021-02-12;9477;60+;1;61
2021-02-12;9477;60+;2;109
2021-02-13;9477;18-59;1;153
2021-02-13;9477;60+;1;27
2021-02-15;9477;18-59;1;5
2021-02-15;9477;18-59;2;148
2021-02-15;9477;60+;1;19
2021-02-15;9477;60+;2;26
2021-02-16;9477;18-59;2;197
2021-02-16;9477;60+;2;128
2021-02-17;9477;18-59;1;5
2021-02-17;9477;18-59;2;72
2021-02-17;9477;60+;1;7
2021-02-17;9477;60+;2;105
2021-02-18;9477;18-59;1;128
2021-02-18;9477;60+;1;26
2021-02-19;9477;18-59;2;44
2021-02-19;9477;60+;1;39
2021-02-19;9477;60+;2;69
2021-02-20;9477;18-59;1;89
2021-02-20;9477;60+;1;19
2021-02-22;9477;60+;1;143
2021-02-23;9477;18-59;2;6
2021-02-23;9477;60+;1;143
2021-02-23;9477;60+;2;9
2021-02-24;9477;12-17;1;5
2021-02-24;9477;60+;1;151
2021-02-24;9477;60+;2;5
2021-02-25;9477;18-59;1;120
2021-02-25;9477;60+;1;12
2021-02-26;9477;18-59;1;6
2021-02-26;9477;18-59;2;53
2021-02-26;9477;60+;1;145
2021-02-26;9477;60+;2;51
2021-02-27;9477;18-59;1;171
2021-02-27;9477;60+;1;121
2021-03-01;9477;18-59;1;16
2021-03-01;9477;18-59;2;75
2021-03-01;9477;60+;1;50
2021-03-01;9477;60+;2;54
2021-03-02;9477;18-59;1;23
2021-03-02;9477;18-59;2;85
2021-03-02;9477;60+;1;54
2021-03-02;9477;60+;2;65
2021-03-03;9477;18-59;1;75
2021-03-03;9477;18-59;2;23
2021-03-03;9477;60+;1;69
2021-03-03;9477;60+;2;74
2021-03-04;9477;18-59;1;201
2021-03-04;9477;60+;1;31
2021-03-05;9477;18-59;1;82
2021-03-05;9477;18-59;2;14
2021-03-05;9477;60+;1;100
2021-03-05;9477;60+;2;65
2021-03-06;9477;18-59;1;243
2021-03-06;9477;60+;1;89
2021-03-08;9477;18-59;1;26
2021-03-08;9477;18-59;2;5
2021-03-08;9477;60+;1;165
2021-03-08;9477;60+;2;22
2021-03-09;9477;18-59;1;111
2021-03-09;9477;60+;1;206
2021-03-10;9477;18-59;1;117
2021-03-10;9477;60+;1;230
2021-01-13;9478;18-59;1;9
2021-01-13;9478;60+;1;19
2021-01-14;9478;18-59;1;34
2021-01-14;9478;60+;1;123
2021-01-15;9478;18-59;1;42
2021-01-15;9478;60+;1;88
2021-01-18;9478;18-59;1;44
2021-01-18;9478;60+;1;84
2021-01-19;9478;18-59;1;35
2021-01-19;9478;60+;1;65
2021-01-20;9478;18-59;1;22
2021-01-20;9478;60+;1;71
2021-01-21;9478;18-59;1;53
2021-01-21;9478;60+;1;154
2021-01-22;9478;18-59;1;34
2021-01-22;9478;60+;1;53
2021-01-24;9478;18-59;1;17
2021-01-24;9478;60+;1;52
2021-01-25;9478;18-59;1;89
2021-01-25;9478;18-59;2;5
2021-01-25;9478;60+;1;71
2021-01-25;9478;60+;2;18
2021-01-26;9478;18-59;1;139
2021-01-26;9478;18-59;2;5
2021-01-26;9478;60+;1;86
2021-01-26;9478;60+;2;22
2021-01-27;9478;18-59;1;120
2021-01-27;9478;18-59;2;27
2021-01-27;9478;60+;1;96
2021-01-27;9478;60+;2;35
2021-01-28;9478;18-59;1;111
2021-01-28;9478;18-59;2;33
2021-01-28;9478;60+;1;48
2021-01-28;9478;60+;2;50
2021-01-29;9478;12-17;1;7
2021-01-29;9478;18-59;1;114
2021-01-29;9478;18-59;2;39
2021-01-29;9478;60+;1;22
2021-01-29;9478;60+;2;36
2021-01-30;9478;18-59;1;22
2021-01-30;9478;18-59;2;53
2021-01-30;9478;60+;1;26
2021-01-30;9478;60+;2;60
2021-01-31;9478;18-59;1;40
2021-01-31;9478;18-59;2;33
2021-01-31;9478;60+;1;32
2021-01-31;9478;60+;2;36
2021-02-01;9478;18-59;1;38
2021-02-01;9478;18-59;2;70
2021-02-01;9478;60+;1;40
2021-02-01;9478;60+;2;132
2021-02-02;9478;18-59;1;149
2021-02-02;9478;18-59;2;6
2021-02-02;9478;60+;1;67
2021-02-02;9478;60+;2;22
2021-02-03;9478;18-59;1;112
2021-02-03;9478;18-59;2;18
2021-02-03;9478;60+;1;65
2021-02-03;9478;60+;2;68
2021-02-04;9478;12-17;1;5
2021-02-04;9478;18-59;1;141
2021-02-04;9478;18-59;2;5
2021-02-04;9478;60+;1;71
2021-02-04;9478;60+;2;27
2021-02-05;9478;18-59;1;39
2021-02-05;9478;18-59;2;13
2021-02-05;9478;60+;1;66
2021-02-05;9478;60+;2;40
2021-02-06;9478;18-59;1;33
2021-02-06;9478;18-59;2;9
2021-02-06;9478;60+;1;47
2021-02-08;9478;18-59;1;67
2021-02-08;9478;60+;1;101
2021-02-09;9478;18-59;1;20
2021-02-09;9478;18-59;2;16
2021-02-09;9478;60+;1;90
2021-02-09;9478;60+;2;36
2021-02-10;9478;18-59;1;153
2021-02-10;9478;60+;1;13
2021-02-11;9478;18-59;1;49
2021-02-11;9478;18-59;2;26
2021-02-11;9478;60+;1;18
2021-02-11;9478;60+;2;12
2021-02-12;9478;18-59;2;99
2021-02-12;9478;60+;2;43
2021-02-13;9478;18-59;1;7
2021-02-13;9478;18-59;2;20
2021-02-13;9478;60+;1;17
2021-02-13;9478;60+;2;14
2021-02-14;9478;18-59;1;8
2021-02-14;9478;18-59;2;54
2021-02-14;9478;60+;1;16
2021-02-14;9478;60+;2;5
2021-02-15;9478;18-59;1;42
2021-02-15;9478;18-59;2;27
2021-02-15;9478;60+;1;19
2021-02-15;9478;60+;2;8
2021-02-16;9478;18-59;2;30
2021-02-17;9478;12-17;2;5
2021-02-17;9478;18-59;1;23
2021-02-17;9478;18-59;2;86
2021-02-17;9478;60+;1;11
2021-02-17;9478;60+;2;30
2021-02-18;9478;18-59;1;68
2021-02-18;9478;18-59;2;48
2021-02-18;9478;60+;1;14
2021-02-18;9478;60+;2;7
2021-02-19;9478;18-59;1;68
2021-02-19;9478;18-59;2;90
2021-02-19;9478;60+;1;16
2021-02-19;9478;60+;2;17
2021-02-20;9478;18-59;1;63
2021-02-20;9478;18-59;2;15
2021-02-20;9478;60+;1;15
2021-02-20;9478;60+;2;25
2021-02-21;9478;18-59;1;31
2021-02-21;9478;18-59;2;40
2021-02-21;9478;60+;1;19
2021-02-21;9478;60+;2;34
2021-02-22;9478;18-59;1;15
2021-02-22;9478;18-59;2;32
2021-02-22;9478;60+;1;11
2021-02-22;9478;60+;2;30
2021-02-23;9478;18-59;1;29
2021-02-23;9478;18-59;2;81
2021-02-23;9478;60+;1;27
2021-02-23;9478;60+;2;46
2021-02-24;9478;18-59;1;38
2021-02-24;9478;18-59;2;10
2021-02-24;9478;60+;1;32
2021-02-24;9478;60+;2;45
2021-02-25;9478;12-17;2;6
2021-02-25;9478;18-59;1;39
2021-02-25;9478;18-59;2;58
2021-02-25;9478;60+;1;27
2021-02-25;9478;60+;2;53
2021-02-26;9478;12-17;1;5
2021-02-26;9478;18-59;1;23
2021-02-26;9478;18-59;2;16
2021-02-26;9478;60+;1;21
2021-02-26;9478;60+;2;50
2021-02-27;9478;18-59;1;25
2021-02-27;9478;18-59;2;33
2021-02-27;9478;60+;1;40
2021-02-27;9478;60+;2;46
2021-03-01;9478;18-59;1;13
2021-03-01;9478;18-59;2;39
2021-03-01;9478;60+;1;17
2021-03-01;9478;60+;2;54
2021-03-02;9478;18-59;1;20
2021-03-02;9478;18-59;2;15
2021-03-02;9478;60+;1;68
2021-03-02;9478;60+;2;83
2021-03-05;9478;18-59;1;109
2021-03-05;9478;18-59;2;8
2021-03-05;9478;60+;1;116
2021-03-05;9478;60+;2;23
2021-03-06;9478;18-59;1;34
2021-03-06;9478;60+;1;160
2021-03-06;9478;60+;2;14
2021-03-07;9478;18-59;1;50
2021-03-07;9478;18-59;2;8
2021-03-07;9478;60+;1;138
2021-03-07;9478;60+;2;15
2021-03-08;9478;18-59;1;90
2021-03-08;9478;60+;1;170
2021-03-08;9478;60+;2;20
2021-03-09;9478;18-59;1;95
2021-03-09;9478;60+;1;168
2021-03-09;9478;60+;2;11
2021-03-10;9478;18-59;1;167
2021-03-10;9478;18-59;2;5
2021-03-10;9478;60+;1;196
2021-03-10;9478;60+;2;10
2020-12-28;9479;18-59;1;6
2020-12-28;9479;60+;1;27
2020-12-29;9479;18-59;1;23
2020-12-29;9479;60+;1;49
2020-12-30;9479;18-59;1;7
2020-12-30;9479;60+;1;27
2020-12-31;9479;18-59;1;22
2020-12-31;9479;60+;1;52
2021-01-02;9479;18-59;1;56
2021-01-02;9479;60+;1;97
2021-01-03;9479;18-59;1;24
2021-01-03;9479;60+;1;77
2021-01-05;9479;18-59;1;41
2021-01-05;9479;60+;1;8
2021-01-06;9479;18-59;1;26
2021-01-06;9479;60+;1;6
2021-01-07;9479;18-59;1;35
2021-01-07;9479;60+;1;29
2021-01-08;9479;18-59;1;62
2021-01-08;9479;60+;1;10
2021-01-09;9479;18-59;1;62
2021-01-09;9479;60+;1;164
2021-01-11;9479;18-59;1;78
2021-01-11;9479;60+;1;110
2021-01-12;9479;18-59;1;14
2021-01-13;9479;18-59;1;57
2021-01-13;9479;60+;1;126
2021-01-14;9479;18-59;1;68
2021-01-14;9479;60+;1;36
2021-01-15;9479;18-59;1;47
2021-01-15;9479;60+;1;9
2021-01-16;9479;18-59;1;30
2021-01-16;9479;60+;1;48
2021-01-18;9479;18-59;1;50
2021-01-18;9479;18-59;2;7
2021-01-18;9479;60+;1;39
2021-01-18;9479;60+;2;28
2021-01-19;9479;18-59;1;11
2021-01-19;9479;18-59;2;21
2021-01-19;9479;60+;1;20
2021-01-19;9479;60+;2;50
2021-01-20;9479;18-59;1;53
2021-01-20;9479;18-59;2;11
2021-01-20;9479;60+;1;9
2021-01-20;9479;60+;2;18
2021-01-21;9479;18-59;1;44
2021-01-21;9479;18-59;2;20
2021-01-21;9479;60+;1;13
2021-01-21;9479;60+;2;37
2021-01-22;9479;18-59;1;7
2021-01-23;9479;18-59;1;6
2021-01-23;9479;18-59;2;49
2021-01-23;9479;60+;1;73
2021-01-23;9479;60+;2;89
2021-01-24;9479;18-59;2;20
2021-01-24;9479;60+;2;67
2021-01-25;9479;18-59;1;55
2021-01-25;9479;60+;1;33
2021-01-26;9479;12-17;1;6
2021-01-26;9479;18-59;1;62
2021-01-26;9479;60+;1;32
2021-01-27;9479;18-59;2;62
2021-01-27;9479;60+;1;125
2021-01-27;9479;60+;2;14
2021-01-28;9479;18-59;1;15
2021-01-28;9479;18-59;2;35
2021-01-28;9479;60+;2;19
2021-01-29;9479;18-59;2;25
2021-01-30;9479;18-59;1;15
2021-01-30;9479;18-59;2;36
2021-01-30;9479;60+;1;48
2021-01-30;9479;60+;2;125
2021-02-01;9479;18-59;1;7
2021-02-01;9479;18-59;2;78
2021-02-01;9479;60+;1;105
2021-02-01;9479;60+;2;70
2021-02-02;9479;18-59;2;44
2021-02-02;9479;60+;1;108
2021-02-02;9479;60+;2;8
2021-02-03;9479;18-59;1;6
2021-02-03;9479;18-59;2;58
2021-02-03;9479;60+;1;50
2021-02-03;9479;60+;2;119
2021-02-04;9479;18-59;2;24
2021-02-04;9479;60+;2;30
2021-02-05;9479;18-59;2;5
2021-02-06;9479;18-59;2;32
2021-02-06;9479;60+;1;72
2021-02-06;9479;60+;2;48
2021-02-08;9479;18-59;2;20
2021-02-08;9479;60+;2;25
2021-02-09;9479;18-59;2;9
2021-02-09;9479;60+;1;11
2021-02-09;9479;60+;2;18
2021-02-10;9479;18-59;2;7
2021-02-10;9479;60+;1;69
2021-02-10;9479;60+;2;8
2021-02-11;9479;18-59;1;5
2021-02-11;9479;18-59;2;83
2021-02-11;9479;60+;1;108
2021-02-11;9479;60+;2;22
2021-02-12;9479;18-59;1;92
2021-02-12;9479;18-59;2;47
2021-02-12;9479;60+;1;52
2021-02-12;9479;60+;2;9
2021-02-13;9479;18-59;1;67
2021-02-13;9479;18-59;2;9
2021-02-13;9479;60+;1;16
2021-02-13;9479;60+;2;69
2021-02-15;9479;18-59;1;19
2021-02-15;9479;18-59;2;72
2021-02-15;9479;60+;1;41
2021-02-15;9479;60+;2;44
2021-02-16;9479;12-17;2;6
2021-02-16;9479;18-59;2;55
2021-02-16;9479;60+;1;24
2021-02-16;9479;60+;2;29
2021-02-17;9479;18-59;2;49
2021-02-17;9479;60+;1;55
2021-02-17;9479;60+;2;125
2021-02-18;9479;18-59;2;11
2021-02-18;9479;60+;1;68
2021-02-20;9479;18-59;1;60
2021-02-20;9479;18-59;2;19
2021-02-20;9479;60+;1;40
2021-02-20;9479;60+;2;50
2021-02-22;9479;18-59;2;16
2021-02-22;9479;60+;1;13
2021-02-22;9479;60+;2;106
2021-02-23;9479;18-59;1;20
2021-02-23;9479;60+;1;102
2021-02-23;9479;60+;2;107
2021-02-24;9479;18-59;1;21
2021-02-24;9479;18-59;2;6
2021-02-24;9479;60+;1;75
2021-02-24;9479;60+;2;46
2021-02-25;9479;18-59;1;10
2021-02-25;9479;60+;1;151
2021-02-26;9479;18-59;1;173
2021-02-26;9479;60+;1;104
2021-02-27;9479;60+;1;116
2021-02-27;9479;60+;2;70
2021-03-01;9479;18-59;1;149
2021-03-01;9479;18-59;2;5
2021-03-01;9479;60+;1;90
2021-03-01;9479;60+;2;5
2021-03-02;9479;60+;1;105
2021-03-02;9479;60+;2;9
2021-03-03;9479;18-59;1;91
2021-03-03;9479;60+;1;81
2021-03-03;9479;60+;2;69
2021-03-04;9479;18-59;1;6
2021-03-04;9479;60+;1;68
2021-03-04;9479;60+;2;107
2021-03-05;9479;18-59;1;91
2021-03-05;9479;60+;1;28
2021-03-05;9479;60+;2;41
2021-03-06;9479;18-59;1;75
2021-03-06;9479;60+;1;85
2021-03-06;9479;60+;2;10
2021-03-08;9479;12-17;1;8
2021-03-08;9479;18-59;1;198
2021-03-08;9479;60+;1;76
2021-03-08;9479;60+;2;37
2021-03-09;9479;18-59;1;66
2021-03-09;9479;18-59;2;5
2021-03-09;9479;60+;1;233
2021-03-09;9479;60+;2;50
2021-03-10;9479;18-59;1;45
2021-03-10;9479;60+;1;309
2021-03-10;9479;60+;2;106
2020-12-28;9561;18-59;1;95
2020-12-28;9561;60+;1;100
2020-12-29;9561;18-59;1;47
2020-12-29;9561;60+;1;137
2020-12-30;9561;18-59;1;64
2020-12-30;9561;60+;1;139
2020-12-31;9561;18-59;1;17
2020-12-31;9561;60+;1;82
2021-01-02;9561;18-59;1;112
2021-01-02;9561;60+;1;52
2021-01-03;9561;18-59;1;65
2021-01-03;9561;60+;1;196
2021-01-04;9561;18-59;1;130
2021-01-04;9561;60+;1;104
2021-01-05;9561;18-59;1;14
2021-01-05;9561;60+;1;56
2021-01-09;9561;18-59;1;59
2021-01-09;9561;60+;1;21
2021-01-10;9561;18-59;1;109
2021-01-10;9561;60+;1;24
2021-01-11;9561;18-59;1;218
2021-01-11;9561;60+;1;165
2021-01-12;9561;18-59;1;129
2021-01-12;9561;60+;1;109
2021-01-13;9561;18-59;1;217
2021-01-13;9561;60+;1;163
2021-01-14;9561;18-59;1;139
2021-01-14;9561;60+;1;181
2021-01-15;9561;18-59;1;103
2021-01-15;9561;60+;1;149
2021-01-16;9561;18-59;1;69
2021-01-16;9561;60+;1;8
2021-01-18;9561;18-59;1;56
2021-01-18;9561;18-59;2;46
2021-01-18;9561;60+;1;111
2021-01-18;9561;60+;2;92
2021-01-19;9561;18-59;1;32
2021-01-19;9561;18-59;2;39
2021-01-19;9561;60+;1;15
2021-01-19;9561;60+;2;111
2021-01-20;9561;18-59;1;21
2021-01-20;9561;18-59;2;80
2021-01-20;9561;60+;1;16
2021-01-20;9561;60+;2;166
2021-01-21;9561;18-59;1;59
2021-01-21;9561;18-59;2;5
2021-01-21;9561;60+;1;74
2021-01-22;9561;18-59;1;128
2021-01-22;9561;18-59;2;92
2021-01-22;9561;60+;1;104
2021-01-22;9561;60+;2;27
2021-01-23;9561;18-59;1;100
2021-01-23;9561;18-59;2;82
2021-01-23;9561;60+;1;16
2021-01-23;9561;60+;2;11
2021-01-24;9561;12-17;1;7
2021-01-24;9561;18-59;1;90
2021-01-24;9561;18-59;2;19
2021-01-24;9561;60+;1;32
2021-01-25;9561;18-59;1;41
2021-01-25;9561;18-59;2;33
2021-01-25;9561;60+;1;53
2021-01-25;9561;60+;2;221
2021-01-26;9561;18-59;1;28
2021-01-26;9561;18-59;2;78
2021-01-26;9561;60+;1;48
2021-01-26;9561;60+;2;108
2021-01-27;9561;18-59;1;75
2021-01-27;9561;60+;1;140
2021-01-27;9561;60+;2;22
2021-01-28;9561;18-59;1;171
2021-01-28;9561;18-59;2;11
2021-01-28;9561;60+;1;72
2021-01-29;9561;18-59;1;191
2021-01-29;9561;18-59;2;9
2021-01-29;9561;60+;1;99
2021-01-30;9561;18-59;1;36
2021-01-30;9561;18-59;2;27
2021-01-30;9561;60+;1;45
2021-01-30;9561;60+;2;9
2021-01-31;9561;18-59;1;36
2021-01-31;9561;18-59;2;75
2021-01-31;9561;60+;1;60
2021-01-31;9561;60+;2;14
2021-02-01;9561;18-59;1;30
2021-02-01;9561;18-59;2;165
2021-02-01;9561;60+;1;138
2021-02-01;9561;60+;2;82
2021-02-02;9561;18-59;1;48
2021-02-02;9561;18-59;2;103
2021-02-02;9561;60+;1;145
2021-02-02;9561;60+;2;15
2021-02-03;9561;12-17;1;5
2021-02-03;9561;18-59;1;51
2021-02-03;9561;18-59;2;118
2021-02-03;9561;60+;1;142
2021-02-03;9561;60+;2;198
2021-02-04;9561;18-59;1;25
2021-02-04;9561;18-59;2;63
2021-02-04;9561;60+;1;85
2021-02-04;9561;60+;2;150
2021-02-05;9561;18-59;1;42
2021-02-05;9561;18-59;2;124
2021-02-05;9561;60+;1;143
2021-02-05;9561;60+;2;155
2021-02-06;9561;18-59;1;46
2021-02-06;9561;18-59;2;62
2021-02-06;9561;60+;1;136
2021-02-06;9561;60+;2;8
2021-02-07;9561;18-59;1;31
2021-02-07;9561;18-59;2;36
2021-02-07;9561;60+;1;124
2021-02-07;9561;60+;2;10
2021-02-08;9561;12-17;1;5
2021-02-08;9561;18-59;1;20
2021-02-08;9561;18-59;2;29
2021-02-08;9561;60+;1;112
2021-02-08;9561;60+;2;74
2021-02-09;9561;18-59;1;27
2021-02-09;9561;18-59;2;31
2021-02-09;9561;60+;1;90
2021-02-09;9561;60+;2;32
2021-02-10;9561;18-59;1;80
2021-02-10;9561;18-59;2;72
2021-02-10;9561;60+;1;157
2021-02-10;9561;60+;2;99
2021-02-11;9561;18-59;1;47
2021-02-11;9561;18-59;2;111
2021-02-11;9561;60+;1;92
2021-02-11;9561;60+;2;75
2021-02-12;9561;18-59;1;54
2021-02-12;9561;18-59;2;113
2021-02-12;9561;60+;1;99
2021-02-12;9561;60+;2;51
2021-02-13;9561;18-59;1;13
2021-02-13;9561;18-59;2;66
2021-02-13;9561;60+;1;84
2021-02-13;9561;60+;2;11
2021-02-14;9561;18-59;1;57
2021-02-14;9561;18-59;2;29
2021-02-14;9561;60+;1;77
2021-02-14;9561;60+;2;11
2021-02-15;9561;18-59;1;61
2021-02-15;9561;18-59;2;53
2021-02-15;9561;60+;1;159
2021-02-15;9561;60+;2;48
2021-02-16;9561;18-59;1;94
2021-02-16;9561;18-59;2;82
2021-02-16;9561;60+;1;163
2021-02-16;9561;60+;2;57
2021-02-17;9561;12-17;2;6
2021-02-17;9561;18-59;1;76
2021-02-17;9561;18-59;2;161
2021-02-17;9561;60+;1;44
2021-02-17;9561;60+;2;145
2021-02-18;9561;18-59;1;43
2021-02-18;9561;18-59;2;135
2021-02-18;9561;60+;1;94
2021-02-18;9561;60+;2;85
2021-02-19;9561;18-59;1;50
2021-02-19;9561;18-59;2;156
2021-02-19;9561;60+;1;114
2021-02-19;9561;60+;2;75
2021-02-20;9561;18-59;1;20
2021-02-20;9561;18-59;2;66
2021-02-20;9561;60+;1;124
2021-02-20;9561;60+;2;78
2021-02-21;9561;18-59;1;29
2021-02-21;9561;18-59;2;38
2021-02-21;9561;60+;1;132
2021-02-21;9561;60+;2;62
2021-02-22;9561;18-59;1;69
2021-02-22;9561;18-59;2;25
2021-02-22;9561;60+;1;49
2021-02-22;9561;60+;2;127
2021-02-23;9561;18-59;1;8
2021-02-23;9561;18-59;2;53
2021-02-23;9561;60+;1;112
2021-02-23;9561;60+;2;147
2021-02-24;9561;12-17;2;6
2021-02-24;9561;18-59;1;25
2021-02-24;9561;18-59;2;80
2021-02-24;9561;60+;1;135
2021-02-24;9561;60+;2;163
2021-02-25;9561;18-59;1;27
2021-02-25;9561;18-59;2;37
2021-02-25;9561;60+;1;121
2021-02-25;9561;60+;2;134
2021-02-26;9561;18-59;1;61
2021-02-26;9561;18-59;2;48
2021-02-26;9561;60+;1;126
2021-02-26;9561;60+;2;145
2021-02-27;9561;18-59;1;33
2021-02-27;9561;18-59;2;27
2021-02-27;9561;60+;1;103
2021-02-27;9561;60+;2;137
2021-02-28;9561;18-59;1;19
2021-02-28;9561;18-59;2;39
2021-02-28;9561;60+;1;63
2021-02-28;9561;60+;2;118
2021-03-01;9561;12-17;2;5
2021-03-01;9561;18-59;1;63
2021-03-01;9561;18-59;2;10
2021-03-01;9561;60+;1;106
2021-03-01;9561;60+;2;94
2021-03-02;9561;18-59;1;37
2021-03-02;9561;18-59;2;19
2021-03-02;9561;60+;1;146
2021-03-02;9561;60+;2;64
2021-03-03;9561;18-59;1;217
2021-03-03;9561;18-59;2;71
2021-03-03;9561;60+;1;252
2021-03-03;9561;60+;2;160
2021-03-04;9561;18-59;1;275
2021-03-04;9561;18-59;2;27
2021-03-04;9561;60+;1;281
2021-03-04;9561;60+;2;80
2021-03-05;9561;12-17;1;7
2021-03-05;9561;18-59;1;314
2021-03-05;9561;18-59;2;71
2021-03-05;9561;60+;1;246
2021-03-05;9561;60+;2;113
2021-03-06;9561;18-59;1;170
2021-03-06;9561;18-59;2;28
2021-03-06;9561;60+;1;213
2021-03-06;9561;60+;2;86
2021-03-07;9561;18-59;1;70
2021-03-07;9561;18-59;2;56
2021-03-07;9561;60+;1;309
2021-03-07;9561;60+;2;79
2021-03-08;9561;18-59;1;185
2021-03-08;9561;18-59;2;34
2021-03-08;9561;60+;1;275
2021-03-08;9561;60+;2;104
2021-03-09;9561;18-59;1;275
2021-03-09;9561;18-59;2;77
2021-03-09;9561;60+;1;290
2021-03-09;9561;60+;2;141
2021-03-10;9561;12-17;1;21
2021-03-10;9561;18-59;1;166
2021-03-10;9561;18-59;2;64
2021-03-10;9561;60+;1;572
2021-03-10;9561;60+;2;55
2020-12-28;9562;18-59;1;56
2020-12-28;9562;60+;1;6
2020-12-29;9562;18-59;1;169
2020-12-29;9562;60+;1;65
2020-12-30;9562;18-59;1;266
2020-12-30;9562;60+;1;44
2020-12-31;9562;18-59;1;107
2020-12-31;9562;60+;1;95
2021-01-01;9562;18-59;1;55
2021-01-01;9562;60+;1;81
2021-01-02;9562;18-59;1;266
2021-01-02;9562;60+;1;90
2021-01-03;9562;18-59;1;58
2021-01-03;9562;60+;1;112
2021-01-04;9562;18-59;1;114
2021-01-04;9562;60+;1;6
2021-01-05;9562;18-59;1;96
2021-01-05;9562;60+;1;10
2021-01-07;9562;18-59;1;163
2021-01-07;9562;60+;1;17
2021-01-08;9562;18-59;1;215
2021-01-08;9562;60+;1;107
2021-01-09;9562;18-59;1;119
2021-01-09;9562;60+;1;127
2021-01-10;9562;18-59;1;141
2021-01-10;9562;60+;1;122
2021-01-11;9562;18-59;1;384
2021-01-11;9562;60+;1;88
2021-01-12;9562;18-59;1;235
2021-01-12;9562;60+;1;71
2021-01-13;9562;12-17;1;5
2021-01-13;9562;18-59;1;360
2021-01-13;9562;60+;1;165
2021-01-14;9562;18-59;1;236
2021-01-14;9562;60+;1;133
2021-01-15;9562;18-59;1;419
2021-01-15;9562;60+;1;104
2021-01-16;9562;12-17;1;5
2021-01-16;9562;18-59;1;227
2021-01-16;9562;60+;1;207
2021-01-18;9562;18-59;1;258
2021-01-18;9562;18-59;2;92
2021-01-18;9562;60+;1;126
2021-01-18;9562;60+;2;49
2021-01-19;9562;18-59;1;195
2021-01-19;9562;18-59;2;165
2021-01-19;9562;60+;1;29
2021-01-19;9562;60+;2;55
2021-01-20;9562;18-59;1;166
2021-01-20;9562;18-59;2;146
2021-01-20;9562;60+;1;87
2021-01-20;9562;60+;2;37
2021-01-21;9562;18-59;1;283
2021-01-21;9562;18-59;2;202
2021-01-21;9562;60+;1;51
2021-01-21;9562;60+;2;89
2021-01-22;9562;18-59;1;403
2021-01-22;9562;18-59;2;195
2021-01-22;9562;60+;1;107
2021-01-22;9562;60+;2;87
2021-01-23;9562;18-59;1;60
2021-01-23;9562;18-59;2;115
2021-01-23;9562;60+;1;26
2021-01-23;9562;60+;2;64
2021-01-25;9562;18-59;1;262
2021-01-25;9562;18-59;2;184
2021-01-25;9562;60+;1;199
2021-01-25;9562;60+;2;122
2021-01-26;9562;18-59;1;147
2021-01-26;9562;18-59;2;81
2021-01-26;9562;60+;1;131
2021-01-26;9562;60+;2;19
2021-01-27;9562;12-17;1;5
2021-01-27;9562;18-59;1;271
2021-01-27;9562;18-59;2;18
2021-01-27;9562;60+;1;246
2021-01-28;9562;18-59;1;253
2021-01-28;9562;18-59;2;118
2021-01-28;9562;60+;1;156
2021-01-28;9562;60+;2;9
2021-01-29;9562;18-59;1;79
2021-01-29;9562;18-59;2;169
2021-01-29;9562;60+;1;11
2021-01-29;9562;60+;2;110
2021-01-30;9562;18-59;1;84
2021-01-30;9562;18-59;2;46
2021-01-30;9562;60+;1;91
2021-01-30;9562;60+;2;94
2021-02-01;9562;12-17;1;5
2021-02-01;9562;18-59;1;132
2021-02-01;9562;18-59;2;536
2021-02-01;9562;60+;1;27
2021-02-01;9562;60+;2;223
2021-02-02;9562;18-59;1;81
2021-02-02;9562;18-59;2;244
2021-02-02;9562;60+;1;200
2021-02-02;9562;60+;2;64
2021-02-03;9562;18-59;1;65
2021-02-03;9562;18-59;2;217
2021-02-03;9562;60+;1;216
2021-02-03;9562;60+;2;139
2021-02-04;9562;12-17;2;5
2021-02-04;9562;18-59;1;278
2021-02-04;9562;18-59;2;328
2021-02-04;9562;60+;1;72
2021-02-04;9562;60+;2;152
2021-02-05;9562;18-59;1;106
2021-02-05;9562;18-59;2;282
2021-02-05;9562;60+;1;191
2021-02-05;9562;60+;2;73
2021-02-06;9562;18-59;1;60
2021-02-06;9562;18-59;2;30
2021-02-06;9562;60+;1;10
2021-02-06;9562;60+;2;182
2021-02-08;9562;18-59;1;116
2021-02-08;9562;18-59;2;577
2021-02-08;9562;60+;1;24
2021-02-08;9562;60+;2;162
2021-02-09;9562;18-59;1;180
2021-02-09;9562;18-59;2;180
2021-02-09;9562;60+;1;239
2021-02-09;9562;60+;2;24
2021-02-10;9562;18-59;1;170
2021-02-10;9562;18-59;2;198
2021-02-10;9562;60+;1;155
