date,altersklasse_covid19,vaccination_status,entries,sumTotal,pop,inz_entries,inzsumTotal,geoRegion,type,type_variant,vaccine,data_completeness,version
202127,60 - 69,partially_vaccinated,1,82,56517,1.77,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202127,60 - 69,not_vaccinated,4,682,238453,1.68,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202127,60 - 69,unknown,31,13588,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202127,70 - 79,fully_vaccinated,1,99,605757,0.17,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202127,70 - 79,partially_vaccinated,0,107,17396,0,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202127,70 - 79,not_vaccinated,4,521,116760,3.43,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202127,70 - 79,unknown,14,5946,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202127,80+,fully_vaccinated,1,229,385523,0.26,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202127,80+,partially_vaccinated,0,136,6740,0,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202127,80+,not_vaccinated,1,665,67635,1.48,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202127,80+,unknown,6,3868,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202127,Unbekannt,fully_vaccinated,0,0,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202127,Unbekannt,partially_vaccinated,0,0,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202127,Unbekannt,not_vaccinated,0,0,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202127,Unbekannt,unknown,0,16,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202128,0 - 9,fully_vaccinated,0,0,103,0,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202128,0 - 9,partially_vaccinated,0,0,68,0,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202128,0 - 9,not_vaccinated,1,98,880416,0.11,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202128,0 - 9,unknown,141,9475,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202128,10 - 19,fully_vaccinated,6,8,86686,6.92,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202128,10 - 19,partially_vaccinated,0,5,68631,0,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202128,10 - 19,not_vaccinated,0,51,698058,0,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202128,10 - 19,unknown,695,27899,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202128,20 - 29,fully_vaccinated,17,41,374763,4.54,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202128,20 - 29,partially_vaccinated,5,32,112580,4.44,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202128,20 - 29,not_vaccinated,4,124,555274,0.72,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202128,20 - 29,unknown,1441,33337,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202128,30 - 39,fully_vaccinated,8,52,516853,1.55,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202128,30 - 39,partially_vaccinated,5,34,124079,4.03,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202128,30 - 39,not_vaccinated,8,252,607308,1.32,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202128,30 - 39,unknown,609,32967,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202128,40 - 49,fully_vaccinated,2,56,620839,0.32,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202128,40 - 49,partially_vaccinated,0,32,109938,0,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202128,40 - 49,not_vaccinated,8,383,476128,1.68,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202128,40 - 49,unknown,380,31624,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202128,50 - 59,fully_vaccinated,9,74,792016,1.14,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202128,50 - 59,partially_vaccinated,1,77,87956,1.14,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202128,50 - 59,not_vaccinated,13,714,425571,3.05,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202128,50 - 59,unknown,270,27896,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202128,60 - 69,fully_vaccinated,5,78,696147,0.72,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202128,60 - 69,partially_vaccinated,0,82,44220,0,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202128,60 - 69,not_vaccinated,12,694,231910,5.17,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202128,60 - 69,unknown,88,13676,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202128,70 - 79,fully_vaccinated,4,103,610868,0.65,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202128,70 - 79,partially_vaccinated,0,107,14952,0,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202128,70 - 79,not_vaccinated,5,526,114093,4.38,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202128,70 - 79,unknown,28,5974,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202128,80+,fully_vaccinated,5,234,387483,1.29,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202128,80+,partially_vaccinated,0,136,5943,0,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202128,80+,not_vaccinated,5,670,66472,7.52,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202128,80+,unknown,31,3899,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202128,Unbekannt,fully_vaccinated,0,0,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202128,Unbekannt,partially_vaccinated,0,0,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202128,Unbekannt,not_vaccinated,0,0,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202128,Unbekannt,unknown,3,19,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202129,0 - 9,fully_vaccinated,0,0,106,0,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202129,0 - 9,partially_vaccinated,0,0,69,0,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202129,0 - 9,not_vaccinated,0,98,880412,0,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202129,0 - 9,unknown,157,9632,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202129,10 - 19,fully_vaccinated,7,15,103475,6.76,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202129,10 - 19,partially_vaccinated,2,7,62563,3.2,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202129,10 - 19,not_vaccinated,0,51,687337,0,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202129,10 - 19,unknown,928,28827,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202129,20 - 29,fully_vaccinated,24,65,424020,5.66,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202129,20 - 29,partially_vaccinated,6,38,76091,7.89,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202129,20 - 29,not_vaccinated,2,126,542506,0.37,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202129,20 - 29,unknown,1672,35009,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202129,30 - 39,fully_vaccinated,17,69,572586,2.97,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202129,30 - 39,partially_vaccinated,4,38,82460,4.85,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202129,30 - 39,not_vaccinated,6,258,593194,1.01,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202129,30 - 39,unknown,886,33853,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202129,40 - 49,fully_vaccinated,14,70,670677,2.09,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202129,40 - 49,partially_vaccinated,0,32,71837,0,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202129,40 - 49,not_vaccinated,14,397,464391,3.01,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202129,40 - 49,unknown,497,32121,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202129,50 - 59,fully_vaccinated,17,91,827542,2.05,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202129,50 - 59,partially_vaccinated,2,79,64011,3.12,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202129,50 - 59,not_vaccinated,14,728,413990,3.38,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202129,50 - 59,unknown,409,28305,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202129,60 - 69,fully_vaccinated,4,82,711561,0.56,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202129,60 - 69,partially_vaccinated,0,82,35183,0,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202129,60 - 69,not_vaccinated,10,704,225533,4.43,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202129,60 - 69,unknown,145,13821,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202129,70 - 79,fully_vaccinated,13,116,615194,2.11,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202129,70 - 79,partially_vaccinated,1,108,13305,7.52,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202129,70 - 79,not_vaccinated,7,533,111414,6.28,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202129,70 - 79,unknown,46,6020,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202129,80+,fully_vaccinated,9,243,389188,2.31,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202129,80+,partially_vaccinated,0,136,5415,0,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202129,80+,not_vaccinated,8,678,65295,12.25,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202129,80+,unknown,46,3945,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202129,Unbekannt,fully_vaccinated,0,0,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202129,Unbekannt,partially_vaccinated,0,0,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202129,Unbekannt,not_vaccinated,0,0,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202129,Unbekannt,unknown,0,19,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202130,0 - 9,fully_vaccinated,0,0,110,0,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202130,0 - 9,partially_vaccinated,0,0,66,0,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202130,0 - 9,not_vaccinated,3,101,880411,0.34,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202130,0 - 9,unknown,184,9816,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202130,10 - 19,fully_vaccinated,14,29,120547,11.61,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202130,10 - 19,partially_vaccinated,5,12,55868,8.95,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202130,10 - 19,not_vaccinated,3,54,676960,0.44,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202130,10 - 19,unknown,952,29779,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202130,20 - 29,fully_vaccinated,47,112,450219,10.44,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202130,20 - 29,partially_vaccinated,8,46,61896,12.92,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202130,20 - 29,not_vaccinated,14,140,530502,2.64,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202130,20 - 29,unknown,1675,36684,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202130,30 - 39,fully_vaccinated,19,88,600092,3.17,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202130,30 - 39,partially_vaccinated,5,43,68420,7.31,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202130,30 - 39,not_vaccinated,16,274,579728,2.76,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202130,30 - 39,unknown,879,34732,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202130,40 - 49,fully_vaccinated,14,84,693547,2.02,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202130,40 - 49,partially_vaccinated,1,33,60069,1.66,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202130,40 - 49,not_vaccinated,12,409,453289,2.65,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202130,40 - 49,unknown,588,32709,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202130,50 - 59,fully_vaccinated,19,110,845926,2.25,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202130,50 - 59,partially_vaccinated,5,84,56296,8.88,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202130,50 - 59,not_vaccinated,19,747,403321,4.71,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202130,50 - 59,unknown,447,28752,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202130,60 - 69,fully_vaccinated,12,94,720690,1.67,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202130,60 - 69,partially_vaccinated,0,82,32006,0,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202130,60 - 69,not_vaccinated,23,727,219581,10.47,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202130,60 - 69,unknown,145,13966,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202130,70 - 79,fully_vaccinated,12,128,618432,1.94,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202130,70 - 79,partially_vaccinated,1,109,12432,8.04,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202130,70 - 79,not_vaccinated,8,541,109049,7.34,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202130,70 - 79,unknown,60,6080,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202130,80+,fully_vaccinated,12,255,390480,3.07,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202130,80+,partially_vaccinated,0,136,5147,0,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202130,80+,not_vaccinated,11,689,64271,17.12,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202130,80+,unknown,43,3988,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202130,Unbekannt,fully_vaccinated,0,0,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202130,Unbekannt,partially_vaccinated,0,0,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202130,Unbekannt,not_vaccinated,0,0,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202130,Unbekannt,unknown,7,26,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202131,0 - 9,fully_vaccinated,0,0,112,0,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202131,0 - 9,partially_vaccinated,0,0,69,0,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202131,0 - 9,not_vaccinated,9,110,880406,1.02,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202131,0 - 9,unknown,259,10075,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202131,10 - 19,fully_vaccinated,9,38,135547,6.64,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202131,10 - 19,partially_vaccinated,8,20,51062,15.67,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202131,10 - 19,not_vaccinated,3,57,666766,0.45,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202131,10 - 19,unknown,1381,31160,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202131,20 - 29,fully_vaccinated,40,152,466395,8.58,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202131,20 - 29,partially_vaccinated,10,56,55199,18.12,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202131,20 - 29,not_vaccinated,17,157,521023,3.26,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202131,20 - 29,unknown,2327,39011,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202131,30 - 39,fully_vaccinated,35,123,617122,5.67,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202131,30 - 39,partially_vaccinated,9,52,62191,14.47,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202131,30 - 39,not_vaccinated,29,303,568927,5.1,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202131,30 - 39,unknown,1374,36106,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202131,40 - 49,fully_vaccinated,31,115,708397,4.38,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202131,40 - 49,partially_vaccinated,1,34,54329,1.84,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202131,40 - 49,not_vaccinated,34,443,444179,7.65,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202131,40 - 49,unknown,853,33562,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202131,50 - 59,fully_vaccinated,35,145,858918,4.07,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202131,50 - 59,partially_vaccinated,1,85,51554,1.94,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202131,50 - 59,not_vaccinated,36,783,395071,9.11,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202131,50 - 59,unknown,647,29399,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202131,60 - 69,fully_vaccinated,20,114,727529,2.75,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202131,60 - 69,partially_vaccinated,0,82,29562,0,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202131,60 - 69,not_vaccinated,31,758,215186,14.41,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202131,60 - 69,unknown,204,14170,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202131,70 - 79,fully_vaccinated,31,159,621043,4.99,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202131,70 - 79,partially_vaccinated,1,110,11496,8.7,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202131,70 - 79,not_vaccinated,19,560,107374,17.7,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202131,70 - 79,unknown,85,6165,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202131,80+,fully_vaccinated,28,283,391596,7.15,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202131,80+,partially_vaccinated,0,136,4753,0,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202131,80+,not_vaccinated,8,697,63549,12.59,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202131,80+,unknown,59,4047,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202131,Unbekannt,fully_vaccinated,0,0,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202131,Unbekannt,partially_vaccinated,0,0,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202131,Unbekannt,not_vaccinated,0,0,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202131,Unbekannt,unknown,0,26,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202132,0 - 9,fully_vaccinated,0,0,115,0,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202132,0 - 9,partially_vaccinated,0,0,69,0,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202132,0 - 9,not_vaccinated,11,121,880403,1.25,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202132,0 - 9,unknown,626,10701,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202132,10 - 19,fully_vaccinated,16,54,149453,10.71,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202132,10 - 19,partially_vaccinated,6,26,49911,12.02,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202132,10 - 19,not_vaccinated,6,63,654011,0.92,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202132,10 - 19,unknown,2578,33738,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202132,20 - 29,fully_vaccinated,52,204,479886,10.84,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202132,20 - 29,partially_vaccinated,14,70,52492,26.67,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202132,20 - 29,not_vaccinated,25,182,510239,4.9,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202132,20 - 29,unknown,4045,43056,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202132,30 - 39,fully_vaccinated,65,188,631816,10.29,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202132,30 - 39,partially_vaccinated,6,58,59859,10.02,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202132,30 - 39,not_vaccinated,47,350,556565,8.44,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202132,30 - 39,unknown,2676,38782,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202132,40 - 49,fully_vaccinated,60,175,721216,8.32,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202132,40 - 49,partially_vaccinated,5,39,52338,9.55,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202132,40 - 49,not_vaccinated,83,526,433351,19.15,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202132,40 - 49,unknown,1800,35362,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202132,50 - 59,fully_vaccinated,50,195,871189,5.74,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202132,50 - 59,partially_vaccinated,9,94,48809,18.44,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202132,50 - 59,not_vaccinated,101,884,385545,26.2,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202132,50 - 59,unknown,1061,30460,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202132,60 - 69,fully_vaccinated,39,153,733884,5.31,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202132,60 - 69,partially_vaccinated,2,84,27778,7.2,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202132,60 - 69,not_vaccinated,53,811,210615,25.16,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202132,60 - 69,unknown,443,14613,NA,NA,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
202132,70 - 79,fully_vaccinated,27,186,623590,4.33,NA,CHFL,COVID19Cases,vaccine,all,intermediate,2021-11-10_07-50-19
